manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price,car_age,damages
Ford,Fiesta,1.4,Petrol,1995,195685,645.50000000000000000,29,OVERHAUL
Ford,Fiesta,1.4,Petrol,2009,102539,3500.50000000000000000,15,OVERHAUL
VW,Polo,1.6,Petrol,1991,199331,525.00000000000000000,33,OVERHAUL
VW,Polo,2.0,Petrol,2010,23514,7676.5000000000000,14,OVERHAUL
Ford,Focus,1.6,Diesel,2010,80494,7128.0000000000000,14,OVERHAUL
BMW,Z4,2.2,Petrol,1997,189898,1556.50000000000000000,27,OVERHAUL
Toyota,Prius,1.0,Hybrid,2008,80278,5860.0000000000000,16,OVERHAUL
Toyota,Prius,1.0,Hybrid,2000,157475,1905.50000000000000000,24,OVERHAUL
Ford,Fiesta,1.2,Petrol,2016,75454,6261.5000000000000,8,OVERHAUL
Ford,Fiesta,1.0,Petrol,2013,50140,5519.5000000000000,11,OVERHAUL
Toyota,Prius,1.0,Hybrid,2005,177518,2246.50000000000000000,19,OVERHAUL
Ford,Focus,1.4,Petrol,2015,82551,8737.0000000000000,9,OVERHAUL
Ford,Focus,1.0,Petrol,1995,205148,727.50000000000000000,29,OVERHAUL
Ford,Focus,1.4,Petrol,1995,207999,839.50000000000000000,29,OVERHAUL
Toyota,RAV4,2.0,Hybrid,2007,93930,8276.5000000000000,17,OVERHAUL
Toyota,Prius,1.0,Hybrid,1992,100693,1744.00000000000000000,32,OVERHAUL
Ford,Fiesta,1.2,Petrol,2003,159705,1385.50000000000000000,21,OVERHAUL
VW,Polo,1.0,Diesel,1993,134333,860.00000000000000000,31,OVERHAUL
Toyota,RAV4,2.0,Hybrid,1997,125292,3359.50000000000000000,27,OVERHAUL
Toyota,RAV4,2.0,Hybrid,1995,160516,2213.00000000000000000,29,OVERHAUL
VW,Polo,1.6,Petrol,1990,274282,247.50000000000000000,34,OVERHAUL
VW,Polo,2.0,Petrol,2012,43749,7795.0000000000000,12,OVERHAUL
VW,Golf,2.0,Petrol,1995,120849,1745.50000000000000000,29,OVERHAUL
BMW,M5,5.0,Petrol,1995,154248,5009.5000000000000,29,OVERHAUL
Toyota,Yaris,1.2,Petrol,1998,227917,634.00000000000000000,26,OVERHAUL
VW,Golf,1.8,Diesel,1985,192455,494.00000000000000000,39,OVERHAUL
VW,Golf,1.6,Petrol,2006,118638,3306.50000000000000000,18,OVERHAUL
Ford,Focus,1.4,Petrol,2001,86307,3346.50000000000000000,23,OVERHAUL
BMW,X3,2.4,Diesel,2004,101946,5819.5000000000000,20,OVERHAUL
Toyota,Prius,1.0,Hybrid,2004,42803,5723.5000000000000,20,OVERHAUL
Toyota,RAV4,2.4,Hybrid,1992,254327,864.50000000000000000,32,OVERHAUL
VW,Polo,1.2,Petrol,2003,138063,1696.50000000000000000,21,OVERHAUL
Ford,Focus,1.6,Petrol,1985,262003,281.50000000000000000,39,OVERHAUL
Toyota,Yaris,1.0,Hybrid,2009,63768,5384.0000000000000,15,OVERHAUL
BMW,X3,3.0,Diesel,2016,38708,22087.0000000000000,8,OVERHAUL
Toyota,Yaris,1.4,Hybrid,1995,101472,1927.50000000000000000,29,OVERHAUL
VW,Golf,1.8,Petrol,2014,63409,8858.0000000000000,10,OVERHAUL
Ford,Mondeo,2.0,Diesel,1993,199883,981.50000000000000000,31,OVERHAUL
Ford,Mondeo,1.6,Diesel,1997,142484,1863.00000000000000000,27,OVERHAUL
Ford,Focus,1.6,Diesel,1990,213289,644.00000000000000000,34,OVERHAUL
VW,Golf,1.6,Hybrid,1992,260557,458.50000000000000000,32,OVERHAUL
Ford,Focus,1.6,Petrol,1996,170763,1326.00000000000000000,28,OVERHAUL
Ford,Fiesta,1.0,Petrol,2012,46135,5292.5000000000000,12,OVERHAUL
Ford,Fiesta,1.2,Petrol,2010,82499,3998.50000000000000000,14,OVERHAUL
Ford,Mondeo,2.0,Diesel,1987,286299,297.50000000000000000,37,OVERHAUL
VW,Passat,1.6,Diesel,2006,121686,4226.50000000000000000,18,OVERHAUL
Ford,Fiesta,1.2,Petrol,2000,106802,1723.00000000000000000,24,OVERHAUL
Ford,Fiesta,1.0,Petrol,2001,114687,1584.50000000000000000,23,OVERHAUL
Ford,Fiesta,1.4,Petrol,2016,23489,9337.0000000000000,8,OVERHAUL
Ford,Mondeo,1.6,Diesel,1994,105741,2028.00000000000000000,30,OVERHAUL
Ford,Fiesta,1.4,Petrol,2006,55162,3968.00000000000000000,18,OVERHAUL
BMW,X3,3.0,Diesel,2011,83806,11816.0000000000000,13,OVERHAUL
Toyota,RAV4,1.8,Hybrid,2009,139996,6315.0000000000000,15,OVERHAUL
Toyota,Yaris,1.2,Hybrid,1999,149822,1600.00000000000000000,25,OVERHAUL
Ford,Mondeo,1.8,Diesel,2004,141667,3172.00000000000000000,20,OVERHAUL
VW,Polo,1.6,Petrol,2017,45774,9610.5000000000000,7,OVERHAUL
BMW,X3,3.0,Diesel,2009,87509,10075.5000000000000,15,OVERHAUL
Toyota,RAV4,2.4,Hybrid,1988,256291,650.50000000000000000,36,OVERHAUL
BMW,X3,2.4,Diesel,2014,53701,15770.0000000000000,10,OVERHAUL
VW,Polo,1.6,Petrol,1999,192938,947.00000000000000000,25,OVERHAUL
Ford,Mondeo,1.8,Diesel,2013,63108,10284.5000000000000,11,OVERHAUL
VW,Golf,2.0,Diesel,2001,186903,1589.00000000000000000,23,OVERHAUL
VW,Polo,1.0,Petrol,2000,144169,1207.00000000000000000,24,OVERHAUL
Ford,Mondeo,2.0,Diesel,2012,66451,9921.5000000000000,12,OVERHAUL
BMW,M5,5.0,Petrol,2002,131670,9584.5000000000000,22,OVERHAUL
Ford,Fiesta,1.2,Petrol,1994,251133,339.00000000000000000,30,OVERHAUL
Porsche,Cayenne,3.5,Petrol,2006,138122,7898.5000000000000,18,OVERHAUL
Toyota,Yaris,1.4,Hybrid,1993,244462,506.00000000000000000,31,OVERHAUL
BMW,Z4,2.0,Petrol,2015,46725,14578.0000000000000,9,OVERHAUL
VW,Passat,1.4,Diesel,2016,60291,11920.0000000000000,8,OVERHAUL
Ford,Mondeo,1.8,Diesel,1994,158889,1414.50000000000000000,30,OVERHAUL
Toyota,Yaris,1.2,Petrol,2001,105738,2150.00000000000000000,23,OVERHAUL
Toyota,Yaris,1.4,Petrol,2014,79551,6664.0000000000000,10,OVERHAUL
BMW,Z4,3.0,Petrol,2012,19982,17081.5000000000000,12,OVERHAUL
Ford,Focus,1.0,Petrol,1999,155395,1456.00000000000000000,25,OVERHAUL
VW,Golf,1.8,Petrol,1997,230439,746.50000000000000000,27,OVERHAUL
VW,Passat,1.4,Diesel,1995,191611,1066.00000000000000000,29,OVERHAUL
VW,Polo,1.2,Petrol,2013,118317,3857.00000000000000000,11,OVERHAUL
Ford,Fiesta,1.2,Petrol,2004,108120,2228.00000000000000000,20,OVERHAUL
Ford,Mondeo,2.0,Petrol,2005,85506,5204.0000000000000,19,OVERHAUL
Ford,Focus,2.0,Petrol,1988,239434,473.50000000000000000,36,OVERHAUL
BMW,Z4,2.4,Petrol,2005,164481,3443.50000000000000000,19,OVERHAUL
Toyota,Prius,1.0,Hybrid,2003,141981,2641.50000000000000000,21,OVERHAUL
VW,Passat,1.6,Petrol,1986,154968,813.00000000000000000,38,OVERHAUL
VW,Passat,1.4,Petrol,1998,221445,951.50000000000000000,26,OVERHAUL
Porsche,911,3.0,Petrol,1995,94048,7317.0000000000000,29,OVERHAUL
Toyota,Yaris,1.2,Petrol,2012,68928,5802.5000000000000,12,OVERHAUL
VW,Golf,1.4,Hybrid,1997,145455,1648.50000000000000000,27,OVERHAUL
Ford,Focus,1.6,Petrol,2004,94901,4110.50000000000000000,20,OVERHAUL
Toyota,Yaris,1.2,Hybrid,1989,371951,106.00000000000000000,35,OVERHAUL
VW,Golf,1.2,Petrol,1998,208344,795.00000000000000000,26,OVERHAUL
Porsche,911,2.6,Petrol,2003,163000,6774.0000000000000,21,OVERHAUL
VW,Passat,1.6,Petrol,2005,100617,4412.50000000000000000,19,OVERHAUL
Toyota,RAV4,1.8,Hybrid,2014,62139,15569.5000000000000,10,OVERHAUL
VW,Golf,1.6,Petrol,2009,72015,5652.0000000000000,15,OVERHAUL
VW,Golf,1.8,Diesel,2000,102775,2780.50000000000000000,24,OVERHAUL
Toyota,Yaris,1.4,Petrol,2010,70748,5418.5000000000000,14,OVERHAUL
VW,Golf,1.4,Petrol,2018,42840,11610.0000000000000,6,OVERHAUL
Toyota,RAV4,2.0,Petrol,2018,36115,20983.5000000000000,6,OVERHAUL
Ford,Fiesta,1.2,Petrol,2005,144246,1797.50000000000000000,19,OVERHAUL
BMW,M5,4.0,Petrol,2007,150991,10242.5000000000000,17,OVERHAUL
Ford,Mondeo,1.8,Diesel,1996,216510,981.00000000000000000,28,OVERHAUL
VW,Passat,1.4,Petrol,2013,62305,9174.0000000000000,11,OVERHAUL
Toyota,Yaris,1.2,Petrol,1995,160764,933.00000000000000000,29,OVERHAUL
Ford,Mondeo,1.4,Diesel,2013,45628,10130.5000000000000,11,OVERHAUL
Ford,Mondeo,1.4,Petrol,2017,34154,13492.0000000000000,7,OVERHAUL
VW,Passat,2.0,Diesel,1999,229157,1190.50000000000000000,25,OVERHAUL
Ford,Focus,1.6,Diesel,1998,111500,2559.50000000000000000,26,OVERHAUL
Toyota,Yaris,1.2,Petrol,1998,212172,730.50000000000000000,26,OVERHAUL
Toyota,Prius,1.8,Hybrid,2008,81273,7808.0000000000000,16,OVERHAUL
VW,Passat,1.8,Diesel,2006,63662,6789.0000000000000,18,OVERHAUL
VW,Golf,1.8,Petrol,1992,124113,1322.00000000000000000,32,OVERHAUL
Toyota,Prius,1.8,Hybrid,1998,199734,1558.50000000000000000,26,OVERHAUL
Toyota,Prius,1.4,Hybrid,2008,69177,7476.0000000000000,16,OVERHAUL
Toyota,Prius,1.0,Hybrid,2001,178615,1704.50000000000000000,23,OVERHAUL
Ford,Focus,2.0,Petrol,2013,79999,9302.0000000000000,11,OVERHAUL
Toyota,Yaris,1.2,Petrol,2000,200615,924.50000000000000000,24,OVERHAUL
BMW,X3,2.0,Diesel,1994,112932,2513.00000000000000000,30,OVERHAUL
Toyota,RAV4,2.4,Hybrid,2001,210538,2347.50000000000000000,23,OVERHAUL
VW,Passat,1.8,Diesel,1991,241078,594.00000000000000000,33,OVERHAUL
Ford,Fiesta,1.4,Hybrid,1995,277711,366.50000000000000000,29,OVERHAUL
Ford,Mondeo,2.0,Diesel,2012,57408,10522.0000000000000,12,OVERHAUL
Ford,Fiesta,1.4,Petrol,2002,153539,1473.50000000000000000,22,OVERHAUL
VW,Golf,1.6,Petrol,2000,114077,2294.50000000000000000,24,OVERHAUL
VW,Polo,1.4,Petrol,1999,229441,639.50000000000000000,25,OVERHAUL
Toyota,Prius,1.4,Hybrid,2018,20466,19597.0000000000000,6,OVERHAUL
VW,Passat,2.0,Petrol,1986,171248,793.50000000000000000,38,OVERHAUL
Toyota,Prius,1.4,Hybrid,1991,153114,1282.50000000000000000,33,OVERHAUL
BMW,M5,4.4,Petrol,2000,49820,14071.0000000000000,24,OVERHAUL
Ford,Focus,2.0,Petrol,2006,85170,5627.0000000000000,18,OVERHAUL
Ford,Focus,1.4,Diesel,2007,63906,6104.0000000000000,17,OVERHAUL
BMW,M5,4.4,Petrol,2004,96869,13373.5000000000000,20,OVERHAUL
Toyota,Yaris,1.4,Hybrid,1997,133689,1722.00000000000000000,27,OVERHAUL
VW,Golf,2.0,Petrol,1996,126642,1784.00000000000000000,28,OVERHAUL
Toyota,RAV4,2.4,Petrol,1994,93829,3178.00000000000000000,30,OVERHAUL
Ford,Mondeo,1.6,Diesel,1997,194898,1197.50000000000000000,27,OVERHAUL
Ford,Fiesta,1.0,Petrol,1992,121960,822.50000000000000000,32,OVERHAUL
VW,Golf,1.4,Petrol,1995,101217,1692.50000000000000000,29,OVERHAUL
Toyota,Prius,1.4,Hybrid,2017,59180,14544.5000000000000,7,OVERHAUL
VW,Polo,1.2,Petrol,2012,69279,5131.0000000000000,12,OVERHAUL
Ford,Focus,1.0,Diesel,1990,230307,436.50000000000000000,34,OVERHAUL
Toyota,Yaris,1.0,Hybrid,1999,75167,2562.00000000000000000,25,OVERHAUL
VW,Passat,1.8,Diesel,2008,106802,5734.5000000000000,16,OVERHAUL
BMW,Z4,2.4,Petrol,1995,207642,1217.00000000000000000,29,OVERHAUL
Ford,Fiesta,1.4,Petrol,2006,111619,2678.50000000000000000,18,OVERHAUL
VW,Polo,2.0,Diesel,1988,174288,627.00000000000000000,36,OVERHAUL
Toyota,Prius,1.0,Hybrid,2005,80275,4797.50000000000000000,19,OVERHAUL
VW,Polo,2.0,Petrol,2000,194737,1114.00000000000000000,24,OVERHAUL
Toyota,Yaris,1.4,Hybrid,1993,158987,1074.00000000000000000,31,OVERHAUL
BMW,Z4,2.4,Petrol,2011,90716,9130.0000000000000,13,OVERHAUL
Toyota,Prius,1.4,Hybrid,2000,162559,2161.50000000000000000,24,OVERHAUL
VW,Passat,1.4,Petrol,2012,76879,7787.0000000000000,12,OVERHAUL
Ford,Focus,1.8,Petrol,2002,97200,3752.50000000000000000,22,OVERHAUL
Toyota,RAV4,2.4,Hybrid,1995,91826,4135.50000000000000000,29,OVERHAUL
Ford,Mondeo,1.6,Diesel,2005,83093,4970.50000000000000000,19,OVERHAUL
Ford,Fiesta,1.0,Petrol,2002,94738,1963.50000000000000000,22,OVERHAUL
Toyota,RAV4,1.8,Hybrid,2002,153527,3547.50000000000000000,22,OVERHAUL
VW,Polo,1.2,Petrol,1998,165685,969.00000000000000000,26,OVERHAUL
Ford,Focus,1.6,Petrol,1995,200062,963.00000000000000000,29,OVERHAUL
Ford,Mondeo,1.6,Petrol,2000,103787,2923.50000000000000000,24,OVERHAUL
Toyota,RAV4,2.0,Hybrid,2011,66347,13071.0000000000000,13,OVERHAUL
VW,Polo,2.0,Petrol,2000,113399,2173.00000000000000000,24,OVERHAUL
VW,Polo,1.2,Petrol,1994,120116,1072.00000000000000000,30,OVERHAUL
Ford,Fiesta,1.2,Petrol,2009,51241,4599.00000000000000000,15,OVERHAUL
VW,Golf,1.4,Petrol,2008,46793,5818.5000000000000,16,OVERHAUL
VW,Polo,1.2,Petrol,2016,52031,7490.0000000000000,8,OVERHAUL
BMW,Z4,2.0,Petrol,1993,171825,1327.50000000000000000,31,OVERHAUL
VW,Passat,1.6,Diesel,1994,239463,694.50000000000000000,30,OVERHAUL
VW,Golf,2.0,Petrol,1989,318196,202.50000000000000000,35,OVERHAUL
Ford,Mondeo,1.6,Diesel,2009,70130,7090.0000000000000,15,OVERHAUL
Toyota,Prius,1.4,Hybrid,2003,102439,4241.50000000000000000,21,OVERHAUL
Toyota,RAV4,2.2,Hybrid,2006,132344,6075.0000000000000,18,OVERHAUL
Ford,Fiesta,1.4,Petrol,1993,147473,849.50000000000000000,31,OVERHAUL
Toyota,Prius,1.8,Hybrid,1991,225001,779.50000000000000000,33,OVERHAUL
Ford,Mondeo,1.4,Diesel,2011,13927,10634.5000000000000,13,OVERHAUL
Toyota,Prius,1.8,Hybrid,1995,243383,861.00000000000000000,29,OVERHAUL
VW,Passat,2.0,Petrol,1996,181685,1413.50000000000000000,28,OVERHAUL
Ford,Mondeo,1.6,Diesel,1989,275880,335.50000000000000000,35,OVERHAUL
Ford,Focus,2.0,Petrol,2002,111015,3571.50000000000000000,22,OVERHAUL
Ford,Fiesta,1.2,Petrol,2004,199166,1056.00000000000000000,20,OVERHAUL
Ford,Mondeo,1.4,Diesel,1990,208142,625.00000000000000000,34,OVERHAUL
VW,Passat,1.8,Diesel,1993,176169,1208.50000000000000000,31,OVERHAUL
VW,Passat,1.4,Diesel,2004,143428,2914.00000000000000000,20,OVERHAUL
VW,Golf,1.8,Diesel,2011,26676,9529.0000000000000,13,OVERHAUL
BMW,X3,3.0,Petrol,2004,191245,3008.00000000000000000,20,OVERHAUL
Toyota,RAV4,2.2,Hybrid,1992,258853,794.00000000000000000,32,OVERHAUL
VW,Polo,1.0,Petrol,2017,49485,7426.0000000000000,7,OVERHAUL
Ford,Fiesta,1.4,Petrol,2006,140259,2143.00000000000000000,18,OVERHAUL
Ford,Fiesta,1.2,Petrol,1989,251634,241.50000000000000000,35,OVERHAUL
Ford,Fiesta,1.2,Petrol,2003,86752,2434.00000000000000000,21,OVERHAUL
BMW,X3,2.0,Diesel,2011,59408,11365.0000000000000,13,OVERHAUL
VW,Passat,1.6,Petrol,2018,30969,16593.0000000000000,6,OVERHAUL
VW,Polo,1.4,Petrol,2000,181688,1044.00000000000000000,24,OVERHAUL
Toyota,RAV4,2.4,Hybrid,1997,176599,2418.50000000000000000,27,OVERHAUL
VW,Polo,1.6,Petrol,2009,54018,5356.0000000000000,15,OVERHAUL
Ford,Focus,1.6,Diesel,2012,113610,6406.5000000000000,12,OVERHAUL
Toyota,RAV4,2.2,Hybrid,1997,140409,3126.50000000000000000,27,OVERHAUL
Ford,Focus,1.8,Petrol,2017,47274,14270.0000000000000,7,OVERHAUL
VW,Polo,1.0,Petrol,1988,316087,115.00000000000000000,36,OVERHAUL
Ford,Fiesta,1.4,Petrol,1991,142306,775.50000000000000000,33,OVERHAUL
Toyota,RAV4,2.4,Hybrid,2012,97870,12298.0000000000000,12,OVERHAUL
Porsche,911,3.5,Petrol,2005,76138,17451.5000000000000,19,OVERHAUL
VW,Polo,1.6,Petrol,2010,75611,4968.50000000000000000,14,OVERHAUL
Toyota,RAV4,2.2,Hybrid,1985,132685,1494.00000000000000000,39,OVERHAUL
Ford,Mondeo,1.4,Diesel,1984,278457,219.50000000000000000,40,OVERHAUL
Toyota,Yaris,1.0,Hybrid,1995,242223,499.00000000000000000,29,OVERHAUL
Toyota,Yaris,1.0,Hybrid,1994,242309,466.00000000000000000,30,OVERHAUL
BMW,X3,2.4,Diesel,1988,256240,540.50000000000000000,36,OVERHAUL
BMW,Z4,2.2,Petrol,2000,177200,2121.00000000000000000,24,OVERHAUL
VW,Golf,1.6,Diesel,1998,108757,2195.00000000000000000,26,OVERHAUL
VW,Passat,2.0,Diesel,2012,80368,9541.0000000000000,12,OVERHAUL
Porsche,718 Cayman,4.0,Petrol,2017,24148,32528.5000000000000,7,OVERHAUL
Toyota,RAV4,1.8,Hybrid,2017,34513,22559.0000000000000,7,OVERHAUL
Ford,Fiesta,1.0,Petrol,2015,66540,5676.5000000000000,9,OVERHAUL
Toyota,Prius,1.4,Hybrid,2015,46360,13797.5000000000000,9,OVERHAUL
BMW,Z4,3.0,Petrol,1993,169132,1663.50000000000000000,31,OVERHAUL
VW,Polo,1.0,Petrol,1996,144923,919.00000000000000000,28,OVERHAUL
Toyota,Prius,1.0,Hybrid,2008,106502,4854.50000000000000000,16,OVERHAUL
VW,Passat,1.4,Diesel,1999,141582,2119.00000000000000000,25,OVERHAUL
VW,Polo,1.2,Petrol,2010,54195,4952.50000000000000000,14,OVERHAUL
VW,Golf,2.0,Hybrid,2017,49514,14953.0000000000000,7,OVERHAUL
VW,Polo,1.2,Petrol,2001,43629,2902.00000000000000000,23,OVERHAUL
Ford,Focus,1.4,Petrol,2018,28934,15001.0000000000000,6,OVERHAUL
VW,Polo,1.4,Petrol,1985,158361,467.50000000000000000,39,OVERHAUL
VW,Polo,2.0,Diesel,2009,96486,4712.00000000000000000,15,OVERHAUL
BMW,M5,4.4,Petrol,2014,50840,35555.5000000000000,10,OVERHAUL
Toyota,Prius,1.0,Hybrid,2018,27820,15894.0000000000000,6,OVERHAUL
Porsche,718 Cayman,4.0,Petrol,1988,100590,2864.00000000000000000,36,OVERHAUL
Ford,Mondeo,1.4,Diesel,2015,55762,10866.0000000000000,9,OVERHAUL
Ford,Focus,1.6,Petrol,2007,90880,5167.0000000000000,17,OVERHAUL
Porsche,911,3.5,Petrol,2001,167358,6631.5000000000000,23,OVERHAUL
Ford,Focus,1.6,Petrol,2011,61098,8263.5000000000000,13,OVERHAUL
VW,Polo,1.4,Diesel,1990,147051,752.00000000000000000,34,OVERHAUL
Toyota,Prius,1.0,Hybrid,2001,156342,2056.00000000000000000,23,OVERHAUL
VW,Golf,2.0,Petrol,2004,99019,3746.50000000000000000,20,OVERHAUL
VW,Polo,1.0,Petrol,1988,194462,354.50000000000000000,36,OVERHAUL
BMW,X3,2.4,Diesel,2008,120794,6593.0000000000000,16,OVERHAUL
Porsche,718 Cayman,4.0,Petrol,1991,240017,1086.00000000000000000,33,OVERHAUL
Toyota,RAV4,1.8,Hybrid,1992,327258,375.00000000000000000,32,OVERHAUL
VW,Polo,1.2,Petrol,1996,211507,570.00000000000000000,28,OVERHAUL
Ford,Focus,2.0,Petrol,2013,35718,12351.0000000000000,11,OVERHAUL
Toyota,Prius,1.8,Hybrid,2001,121027,3659.00000000000000000,23,OVERHAUL
Ford,Mondeo,1.6,Diesel,1986,353489,130.50000000000000000,38,OVERHAUL
Ford,Fiesta,1.4,Hybrid,2007,103708,3644.50000000000000000,17,OVERHAUL
Toyota,RAV4,2.4,Hybrid,2018,37770,27315.0000000000000,6,OVERHAUL
BMW,X3,3.0,Diesel,1989,279138,521.50000000000000000,35,OVERHAUL
Ford,Mondeo,1.6,Diesel,1992,39074,2778.50000000000000000,32,OVERHAUL
Ford,Focus,1.0,Petrol,1995,85686,1904.00000000000000000,29,OVERHAUL
Ford,Mondeo,1.6,Diesel,2000,135454,2407.50000000000000000,24,OVERHAUL
Ford,Focus,1.8,Petrol,2000,118369,2804.50000000000000000,24,OVERHAUL
Ford,Fiesta,1.4,Petrol,2008,99284,3353.50000000000000000,16,OVERHAUL
Toyota,RAV4,1.8,Hybrid,1994,208411,1299.00000000000000000,30,OVERHAUL
VW,Golf,1.4,Petrol,1999,136875,1681.50000000000000000,25,OVERHAUL
VW,Golf,1.2,Petrol,2014,40512,8349.0000000000000,10,OVERHAUL
VW,Polo,1.4,Diesel,1992,145267,872.00000000000000000,32,OVERHAUL
VW,Polo,1.4,Petrol,2011,107443,3958.50000000000000000,13,OVERHAUL
BMW,M5,5.0,Petrol,2014,16827,46224.5000000000000,10,OVERHAUL
VW,Passat,2.0,Diesel,1991,170824,1167.00000000000000000,33,OVERHAUL
Ford,Fiesta,1.4,Diesel,1992,189788,584.00000000000000000,32,OVERHAUL
Ford,Mondeo,2.0,Diesel,2015,42959,14062.0000000000000,9,OVERHAUL
Toyota,Yaris,1.2,Petrol,1995,156458,967.00000000000000000,29,OVERHAUL
Ford,Mondeo,1.4,Diesel,2012,75589,7807.5000000000000,12,OVERHAUL
BMW,X3,3.0,Petrol,2006,91058,7661.0000000000000,18,OVERHAUL
Ford,Fiesta,1.0,Petrol,1998,233297,476.00000000000000000,26,OVERHAUL
Toyota,Yaris,1.0,Hybrid,1994,144822,1090.00000000000000000,30,OVERHAUL
Ford,Fiesta,1.2,Hybrid,2009,121023,3383.00000000000000000,15,OVERHAUL
Ford,Fiesta,1.0,Petrol,2004,67196,2714.50000000000000000,20,OVERHAUL
Ford,Fiesta,1.2,Petrol,1995,139200,961.00000000000000000,29,OVERHAUL
Ford,Fiesta,1.0,Petrol,1997,120755,1158.50000000000000000,27,OVERHAUL
Ford,Focus,1.0,Hybrid,1994,156188,1243.50000000000000000,30,OVERHAUL
Toyota,Prius,1.0,Hybrid,1994,76411,2366.00000000000000000,30,OVERHAUL
VW,Passat,2.0,Diesel,1999,173090,1951.50000000000000000,25,OVERHAUL
Ford,Fiesta,1.0,Diesel,1997,164832,853.00000000000000000,27,OVERHAUL
Ford,Focus,1.8,Petrol,2009,117855,5130.0000000000000,15,OVERHAUL
Toyota,Yaris,1.0,Petrol,1992,91577,1194.00000000000000000,32,OVERHAUL
Ford,Mondeo,2.0,Diesel,2007,112561,5126.0000000000000,17,OVERHAUL
VW,Passat,2.0,Petrol,1989,191087,817.00000000000000000,35,OVERHAUL
Toyota,RAV4,2.0,Petrol,2014,54152,14395.0000000000000,10,OVERHAUL
VW,Passat,1.4,Diesel,2014,69275,9834.5000000000000,10,OVERHAUL
Ford,Focus,2.0,Petrol,1995,91377,2586.50000000000000000,29,OVERHAUL
VW,Polo,1.6,Petrol,1993,239753,417.00000000000000000,31,OVERHAUL
Ford,Focus,1.4,Diesel,1991,219341,610.00000000000000000,33,OVERHAUL
Toyota,Yaris,1.0,Petrol,2010,57835,4984.00000000000000000,14,OVERHAUL
VW,Polo,1.6,Petrol,2000,102541,2107.50000000000000000,24,OVERHAUL
Toyota,Prius,1.4,Hybrid,2012,62326,10211.5000000000000,12,OVERHAUL
Ford,Focus,1.4,Petrol,1996,190855,1043.50000000000000000,28,OVERHAUL
Porsche,718 Cayman,4.0,Petrol,1997,76886,6173.0000000000000,27,OVERHAUL
VW,Passat,1.4,Diesel,2012,70646,8528.5000000000000,12,OVERHAUL
Toyota,Yaris,1.0,Petrol,1999,82103,2035.50000000000000000,25,OVERHAUL
VW,Passat,1.4,Diesel,1999,146783,2032.00000000000000000,25,OVERHAUL
Toyota,RAV4,1.8,Hybrid,1998,167437,2420.00000000000000000,26,OVERHAUL
Toyota,RAV4,1.8,Hybrid,1995,22448,5575.0000000000000,29,OVERHAUL
VW,Polo,2.0,Petrol,2006,106033,3426.00000000000000000,18,OVERHAUL
Toyota,Yaris,1.2,Hybrid,2012,45052,8109.5000000000000,12,OVERHAUL
Ford,Focus,1.6,Petrol,2001,190570,1561.00000000000000000,23,OVERHAUL
BMW,M5,4.0,Petrol,1993,149326,4083.00000000000000000,31,OVERHAUL
Porsche,Cayenne,3.5,Diesel,2001,143829,5676.0000000000000,23,OVERHAUL
Ford,Fiesta,1.2,Hybrid,1998,108755,1783.50000000000000000,26,OVERHAUL
Ford,Mondeo,2.0,Diesel,2008,126952,4906.00000000000000000,16,OVERHAUL
VW,Golf,1.4,Petrol,2010,144461,3294.50000000000000000,14,OVERHAUL
VW,Golf,1.8,Petrol,1991,211158,595.50000000000000000,33,OVERHAUL
Ford,Fiesta,1.4,Petrol,1993,168869,711.50000000000000000,31,OVERHAUL
Ford,Focus,1.4,Diesel,1995,146557,1489.50000000000000000,29,OVERHAUL
Ford,Mondeo,2.0,Diesel,1997,213998,1131.00000000000000000,27,OVERHAUL
Ford,Fiesta,1.2,Petrol,1988,275033,181.50000000000000000,36,OVERHAUL
VW,Golf,1.2,Petrol,2007,67859,4404.50000000000000000,17,OVERHAUL
Toyota,Yaris,1.0,Hybrid,1999,116444,1901.50000000000000000,25,OVERHAUL
Toyota,Yaris,1.4,Hybrid,2013,38317,9751.5000000000000,11,OVERHAUL
VW,Passat,2.0,Petrol,2000,158349,2248.50000000000000000,24,OVERHAUL
Ford,Focus,2.0,Petrol,1996,156424,1671.50000000000000000,28,OVERHAUL
BMW,M5,4.4,Petrol,2017,31219,48863.5000000000000,7,OVERHAUL
Ford,Mondeo,2.0,Hybrid,2001,107575,4076.50000000000000000,23,OVERHAUL
VW,Golf,1.8,Petrol,2012,59465,7953.0000000000000,12,OVERHAUL
VW,Golf,1.6,Hybrid,1992,230078,607.00000000000000000,32,OVERHAUL
Ford,Focus,1.0,Diesel,2004,163638,1992.00000000000000000,20,OVERHAUL
VW,Golf,1.6,Petrol,2002,106074,2784.00000000000000000,22,OVERHAUL
Toyota,Prius,1.8,Hybrid,1991,73387,2653.00000000000000000,33,OVERHAUL
VW,Passat,1.8,Diesel,2013,51106,11731.5000000000000,11,OVERHAUL
Porsche,Cayenne,3.0,Petrol,2009,88572,12987.5000000000000,15,OVERHAUL
BMW,M5,4.4,Petrol,2009,87315,19984.0000000000000,15,OVERHAUL
VW,Golf,1.2,Petrol,2018,39783,10948.0000000000000,6,OVERHAUL
Toyota,RAV4,1.8,Hybrid,1997,43196,5646.5000000000000,27,OVERHAUL
Toyota,Yaris,1.2,Hybrid,2001,177465,1450.50000000000000000,23,OVERHAUL
